X_m,Y_m,Z_m,Depth_m,Temperature_C,Rock_Stress_MPa,Gas_ppm,Water_Seepage_Prob,Collapse_Risk
2555.9529359405824,1847.549524934176,-778.0544345541357,778.0544345541357,39.421174618209804,25.611341637951035,70.30091303433053,0.5389142189557871,0.6451649267294447
1443.2289083051592,201.99257172279707,-926.1466005523278,926.1466005523278,44.76444865518112,28.664812387924545,93.00933310100937,0.7327292630704211,0.7735343487032308
2259.8704238256437,2901.2081415079565,-819.6064503214704,819.6064503214704,36.811913062285164,21.631904869938957,84.00616923430061,0.7242188077732217,0.6863537555353245
963.2521812395835,1142.5827569959565,-943.8290291299644,943.8290291299644,42.01473209288803,28.028734854876987,102.0904578676714,0.7447517305130991,0.7663577408016552
2513.0987783410515,2718.199165214795,-374.93219445147975,374.93219445147975,27.796840853414356,10.31106742393385,41.80724635207255,0.31974231890594473,0.28901475156976253
665.507716784499,1392.8483980905658,-125.50527434682608,125.50527434682608,20.61797577472093,0.4320138779564684,35.02460143092507,0.11783304381404536,0.07464343055502651
2256.85494410634,1884.1124994435543,-433.09581267218084,433.09581267218084,28.367966406636338,15.17468966426073,61.20618592176289,0.36477805731632756,0.4293524455257328
372.07858617874444,1450.5856977083831,-649.2016765722453,649.2016765722453,33.2535344148148,19.793287028930266,59.62428083974358,0.5711615904053977,0.6407371127935537
2702.157936057367,1972.8500787762318,-236.68944395159394,236.68944395159394,23.207978155201133,12.373210165211145,33.113085495022546,0.13968294058752953,0.23945035515275798
2402.6773778428214,903.9498275637527,-643.5652901967989,643.5652901967989,32.215645217236506,18.827580923896168,81.97673346514713,0.47395007699946645,0.5187363736682393
2802.498871262512,1774.279745057739,-712.984454158163,712.984454158163,37.31514426014443,20.920362325931354,71.4204303886371,0.5523541801156463,0.5276147661490737
460.55056532164804,984.0734569399916,-507.85398103965576,507.85398103965576,29.372951700489775,12.717249108760114,54.74056766130695,0.39053158607651534,0.49536134610827703
1217.8207157568197,2939.292604066579,-797.8671018415536,797.8671018415536,37.77185368951939,25.414405879753463,82.0513278068853,0.6744213682571519,0.6437115326153339
142.09052039119507,1062.1804753544109,-542.5726388559715,542.5726388559715,32.453689256243756,19.09672880943867,57.927698276359315,0.39923634911496586,0.5100951586494006
1637.918453041453,1573.9288331059188,-986.9911010880268,986.9911010880268,42.02885429227681,24.864663435393712,95.74384320788302,0.8497214320783146,0.8108472113149172
1155.114983988979,2474.3075117020812,-756.0575706717849,756.0575706717849,36.895607128316215,23.658053562546687,83.14444343021896,0.6734822277252001,0.6697677812395061
2699.213605205462,2568.007614090951,-604.5006656113044,604.5006656113044,34.09837214394004,13.137672749006265,75.91076023431147,0.5402412169311483,0.47231674475842167
1542.0307694002295,2439.0468319398146,-439.7323406876428,439.7323406876428,31.205969204953284,14.229075862165937,60.292863894703466,0.38838397246855716,0.45047927708452556
279.44777538414036,1661.2459633964238,-906.9225527607437,906.9225527607437,38.86272839893402,26.692955895979242,99.38644351456344,0.7438829906504468,0.8256200628710146
1377.4916954321259,1907.7789945697618,-171.23889156274714,171.23889156274714,21.723176260934757,4.695004498934474,54.007540925492734,0.18314517838095717,0.2834431464778867
2403.2655027281057,2010.1889852744978,-261.66171168037806,261.66171168037806,24.463702104897823,9.966462912058732,61.51753142729774,0.19895762279736554,0.35335793654957465
